Cement,Water,Admixture,Coarse_Aggregate,M_Sand,Age,Compressive_Strength,Embodied_CO2,Energy_Consumption,Resource_Consumption
383.5558684,198.8194187,28.90183303,885.7274974,723.3911916,9,490.0647361,405.0891634,2341.074652,2220.395809
241.8481582,170.8144305,16.8050455,929.8300639,672.1594756,271,123.2831666,255.2241575,1465.587033,2031.457174
287.6433946,214.7077337,28.10467386,1005.633165,801.715153,93,267.2602587,315.3342722,1890.372918,2337.80412
309.908553,217.9740772,1.567736379,899.7368471,847.8194054,17,426.8227475,295.9047399,1499.620831,2277.006619
336.8209953,216.0986542,12.56379957,816.9756968,801.9276393,154,192.8255303,337.0042028,1823.435187,2184.386785
435.5527884,183.1949952,7.804733729,912.1763141,847.3051342,328,133.4657312,422.1511483,2193.157768,2386.033966
259.9021346,210.3429856,21.92462895,1083.334575,719.0976487,149,209.6040237,280.4095308,1649.08916,2294.601973
354.2703315,209.1184579,29.43891271,992.5203192,646.8950912,267,150.0463326,378.9354725,2218.022514,2232.243113
377.7243707,172.3370331,7.695901873,1001.443745,821.3852842,328,131.1098966,368.5105305,1927.238993,2380.586334
213.9351238,208.0240832,19.62523804,989.6846461,708.1423515,106,226.1602053,233.8141503,1392.06198,2139.411443
382.2634556,152.5905344,5.942928983,859.6976417,801.3812476,35,383.3246861,369.4914783,1910.937589,2201.875808
251.1572371,191.7388915,16.95990764,925.5001592,681.1931826,119,212.7142342,264.1188267,1511.429145,2066.549378
219.5154779,166.1006186,13.9179746,1025.28194,624.3688904,14,413.8755207,230.409442,1311.330068,2049.184901
484.6656612,158.439682,29.16015989,830.4118693,897.7745386,14,500.1341104,499.6281892,2812.585045,2400.451911
489.6896099,155.3867241,18.25581818,883.3558328,646.8604524,266,160.9248824,487.6532861,2630.51966,2193.548437
442.5192044,198.7402143,10.48519116,882.8957325,896.5262982,140,237.3350107,432.6350304,2274.975476,2431.166641
291.3841308,173.7912475,3.422873547,929.6056783,893.1839798,294,123.9338294,281.6611008,1450.310968,2291.38791
229.3016342,200.733674,4.537404862,1094.110622,838.1454312,364,108.9944034,226.1495072,1189.319403,2366.828767
405.269908,154.5749439,6.759507899,820.250764,797.8268886,119,237.3580764,391.9478481,2030.629408,2184.682012
332.0457481,172.0703236,7.52899984,955.6102983,773.3421151,238,153.8308145,325.499585,1711.692441,2240.597485
236.6114705,187.7643905,25.51848174,853.8094046,859.8304636,34,324.1691475,263.4988415,1604.25439,2163.534211
348.553073,205.3506215,16.83668365,1091.202964,686.8318565,169,214.3944324,355.1889291,1962.322263,2348.775198
210.3165563,172.3126752,15.70172734,833.9910514,740.3043637,10,372.786089,223.9980239,1298.625497,1972.626374
472.7961206,193.8123964,3.443066156,921.0803007,785.8169908,122,269.6360759,450.1597091,2282.87669,2376.948875
277.6339945,212.0184424,25.8041908,1021.365495,723.3571428,145,209.8381732,302.480481,1800.662104,2260.179266
398.7566853,193.1104232,21.6844291,1011.366328,728.2459362,223,179.6290319,408.9109402,2281.314151,2353.163802
293.5133228,166.3071632,2.030050857,926.8185911,699.0854003,257,136.5023813,281.1511731,1430.335027,2087.754528
356.0204064,151.7080547,21.23505292,903.9572504,769.269545,268,139.6954558,368.136267,2073.804997,2202.190309
364.0130838,210.9069212,16.30614652,919.2837136,855.1723584,359,116.6795297,368.4210487,2021.860389,2365.682223
255.4563367,151.4888588,2.451760372,879.2828789,660.4585134,4,430.0325475,246.12038,1260.801816,1949.138348
490.8753883,211.2291171,13.74901925,861.5998816,880.3299116,354,130.9611388,482.3869452,2556.894383,2457.783318
432.539847,187.0255994,14.54088861,944.9119093,806.7262961,106,281.3959012,429.503896,2304.106747,2385.74454
481.8496825,215.7347389,4.973236205,880.5601268,846.9819638,85,322.2573695,460.8394104,2352.948526,2430.099748
468.4482051,205.9148265,28.37094441,886.2384995,766.8572078,214,186.8486914,483.3330988,2722.678088,2355.829683
379.3699936,219.8553877,25.49926114,997.026819,833.8550104,121,257.6588943,396.7627742,2264.525484,2455.606472
476.5622705,174.5498271,20.07067012,1090.5612,604.8601192,132,278.8845492,478.9157918,2609.180629,2366.604086
226.5477506,203.7031802,13.86886683,981.0911602,845.5141274,338,107.3751578,237.1488418,1346.055222,2270.725085
258.7948587,178.135164,12.35296625,823.0938401,612.0416577,197,147.2102531,263.7607537,1456.81055,1884.418487
213.5681867,183.5912934,19.52920401,822.6750842,866.9740129,19,345.1136435,232.9735862,1386.641622,2106.337781
297.5990992,193.9253824,16.36295608,1085.426966,897.5888242,130,235.7193383,307.487267,1723.154756,2490.903228
316.6031869,211.157398,1.868193176,889.1872371,688.2202387,12,445.4072797,302.2186745,1532.432042,2107.036254
281.4047095,218.8858428,15.37507946,827.6200958,663.0955669,81,254.2194857,289.4494477,1618.085577,2006.381295
448.6212527,203.779139,24.19210852,979.7133761,829.6090092,330,140.1472062,459.1247552,2558.214247,2485.914886
307.025998,179.2436748,13.77719633,987.0946335,675.9079023,354,113.5471066,311.5360157,1711.224938,2163.049405
284.2803529,179.4949902,1.558697327,994.551446,859.668715,262,139.4350024,272.4522164,1384.452917,2319.554201
362.8088249,201.6307611,23.58834598,880.2206084,630.8527776,125,231.5103166,377.6176403,2145.336823,2099.101318
242.2772675,166.7144002,6.040913464,804.5332053,637.7865589,307,103.1368935,238.9062778,1263.957629,1857.352345
440.6590942,157.7331879,7.758625047,1089.504611,893.7454665,267,169.5927919,427.6279512,2221.91511,2589.400985
222.3651931,174.823551,4.941190603,875.2679137,802.1516695,140,179.4654753,219.3517552,1157.467103,2079.549518
496.066081,170.1067294,9.906451946,1002.807886,854.0661673,329,147.3212209,481.9545185,2513.189427,2532.953316
431.6734308,170.7415684,22.70254517,1011.988961,697.2988132,2,583.9352286,440.9868102,2450.85422,2334.405319
259.6147045,166.3525426,15.58157579,983.0022251,802.9451249,8,447.3712222,270.3852085,1528.867525,2227.496173
201.6566351,152.9465233,6.146438225,893.8722183,778.2725482,250,119.8393227,201.9229513,1084.475979,2032.894363
444.6384285,151.2511754,26.33490234,881.3288761,780.945036,139,234.3578284,458.1335479,2575.347488,2284.498418
412.0572032,219.1405673,26.38745565,979.3004848,804.7597379,124,260.5058964,428.3649319,2430.200976,2441.645449
418.7021504,179.9441194,26.11735275,1059.82869,772.6077519,309,147.6412845,434.3895481,2457.347654,2457.200065
431.381104,176.9028653,7.163886341,1084.020119,728.7187108,228,188.7369136,417.7591547,2164.864468,2428.186685
222.2133955,197.5753098,13.53718033,831.7717413,682.7768083,10,383.3616024,231.696384,1312.21602,1947.874435
307.5397186,165.2777722,29.54968968,846.4485838,830.5743993,212,150.6527167,335.4164715,2004.183299,2179.390163
234.7607179,216.4972829,23.16037429,1083.420878,667.881729,112,239.6340245,258.7807755,1555.308974,2225.720982
458.9310278,205.044151,0.815022637,1020.960569,807.7062918,8,576.4952466,433.7686535,2173.96881,2493.457062
386.989438,156.2587702,1.956137738,1064.898147,669.9998468,292,148.67782,368.465228,1862.468198,2280.10234
299.2694075,179.2306543,13.9179413,860.7897902,787.599051,362,102.3698735,304.2516643,1676.593016,2140.806844
219.0675051,211.5382815,27.27660618,976.2757613,824.1234801,253,131.803699,250.2433467,1559.156171,2258.281634
293.2946965,216.1312416,16.16105394,1010.341878,665.6141667,14,457.4540149,302.4214708,1692.838298,2201.543037
297.5549966,182.7181058,14.93437524,1004.033566,617.9829903,240,151.629403,304.4163536,1688.433184,2117.224034
418.8818535,192.9387972,3.164210999,922.4455073,639.2921229,242,165.6410272,399.3133943,2026.818331,2176.722492
391.2672414,161.6923762,19.70340314,804.6184675,781.7990902,342,114.8188213,398.2480497,2204.925266,2159.080578
466.1638228,219.3818038,24.66309482,974.877817,854.8339219,149,246.9095762,476.1800529,2648.060761,2539.92046
341.6644775,166.2170191,11.41260023,875.9304618,613.4990464,236,148.9436306,339.6308278,1822.168681,2008.723605
235.8782738,215.9912242,23.26835553,935.0762738,820.2453777,306,114.3065698,259.693322,1561.041789,2230.459505
413.9734362,195.4752654,28.93429962,1087.274305,702.3955938,167,229.2938918,434.1897285,2487.205867,2428.0529
428.2355146,192.5415756,6.112993774,919.7105953,743.558511,20,475.8809606,412.6329869,2126.398948,2290.15919
368.3831593,185.8881958,15.69988894,1051.940482,878.657865,216,181.3305965,372.1484268,2035.071291,2500.569591
431.290154,166.1468868,8.614138743,856.5621817,699.5914514,343,123.8242477,418.8797123,2183.815704,2162.204813
348.1386789,162.3569622,23.78563257,1001.738149,739.6010802,135,230.0794736,364.9660464,2087.128076,2275.620503
356.8198488,165.4340346,17.32780098,1093.102086,604.1047244,129,250.7611144,363.4478655,2007.63795,2236.788495
328.2623055,163.0506784,19.03747253,830.5679303,624.479616,294,121.2654884,338.443994,1900.421731,1965.398003
207.625738,204.5709131,23.93742479,802.4959827,677.5774773,246,117.0640315,233.6041266,1436.570037,1916.207536
232.3674281,174.5087681,11.87911418,930.0748378,608.3556722,189,156.661144,238.8922919,1329.595684,1957.18582
209.4287557,154.0489874,27.45270205,827.7876449,789.4125978,44,280.1602148,240.8685815,1512.63939,2008.130688
390.9231234,217.8371841,15.99086602,1024.515305,727.919507,86,314.3421285,393.1422714,2140.460424,2377.185985
294.3067943,211.8650119,4.738644685,1074.364599,764.4435608,44,375.714949,286.6820043,1490.055315,2349.718611
352.5712073,214.9426598,20.87697355,930.2062918,652.3941558,330,123.8486733,364.2752852,2050.08035,2170.991288
472.2699422,219.6435476,23.79784051,877.6134926,688.7796088,145,240.565237,479.8397489,2653.903998,2282.104432
274.7876687,162.1726674,9.502850312,930.3209957,799.1473425,51,315.1842986,275.1588206,1484.529447,2175.931525
323.1148769,177.7369413,25.71537771,1017.034345,889.5908171,242,155.9183769,344.9527685,2011.254453,2433.192358
426.6653416,203.0766933,27.18429764,802.7162485,615.1250321,294,136.0584272,442.0569445,2502.969449,2074.767613
268.6394496,198.7214433,8.307134621,976.8361968,867.1152963,51,326.863219,267.9767098,1437.064458,2319.619521
223.0939729,160.7727134,29.50564418,983.9875055,773.0643604,266,125.6098076,257.2500944,1617.871469,2170.424196
286.9254359,207.1083187,4.221345841,991.3064741,769.17587,120,232.1626365,278.7176734,1444.110156,2258.737445
248.3663862,165.71084,6.060470052,872.606624,750.0835606,200,147.8803211,245.09518,1296.612497,2042.827881
478.9092957,165.667233,5.526745177,1014.215817,620.8182258,248,179.4446643,459.0073959,2348.898721,2285.137317
442.4361139,187.5882096,26.8196913,827.4174459,626.9630555,70,323.4491526,456.2962364,2569.670138,2111.224516
390.021127,191.5057954,19.62877657,859.7811009,780.2736017,341,120.0151308,397.2007857,2199.585985,2241.210402
461.4381771,190.6060345,4.563128497,1063.241014,702.2875714,57,403.6485738,441.6778578,2253.929504,2422.135926
441.1016231,156.4040786,13.20970255,1021.616945,875.18042,39,432.925459,435.9071727,2322.3811,2507.512769
255.9710177,211.4222604,18.45894075,804.1236662,721.9771612,289,112.1288472,270.444191,1558.57745,2011.953046
467.7676995,168.592003,2.50392255,874.5128781,642.9844376,18,488.6505827,443.5975832,2237.99202,2156.360941
361.8026726,159.0660445,26.47249105,864.3219449,814.4156501,220,158.3961785,381.3031544,2197.04668,2226.078803
442.2320465,212.2123656,24.10810606,881.2418984,688.0060264,313,138.2442773,452.3813845,2521.525816,2247.800443
468.82739,216.8956049,15.15620321,874.2679311,757.6410922,244,170.4064314,463.7995105,2479.461091,2332.788221
295.4010425,210.3489332,29.01379846,818.7578887,809.3498357,352,102.5413913,323.1794682,1937.401545,2162.871499
233.0155774,206.6661252,12.53282938,937.682155,870.0792334,304,114.3120239,241.0359513,1350.294379,2259.97592
268.3805488,195.8669386,29.52330957,1019.820042,837.6573584,298,126.8019006,299.672643,1829.058835,2351.248198
328.1323366,188.5600159,20.03759996,982.0195174,802.9083204,283,137.910021,340.7910797,1926.5659,2321.65779
445.4044298,156.0890732,19.0401382,1001.861501,803.8899547,74,343.7166183,448.4327707,2448.017023,2426.285096
458.219175,178.5917249,4.978646859,824.3447536,883.7773932,110,265.573497,438.7124552,2243.212021,2349.911694
202.0856392,176.0881962,26.45783275,1085.447213,688.7472292,180,171.7072482,233.3808945,1466.282648,2178.82611
353.2241908,168.1827649,12.82469064,1051.54755,600.3336283,32,424.5409833,353.1760274,1906.482067,2186.112825
325.2233009,200.639408,4.867002173,1041.527096,681.5863678,234,163.9151619,315.3275821,1631.947462,2253.843174
266.6323431,184.7113015,0.378225599,1046.895142,665.3674139,282,133.7621197,254.0906752,1279.143711,2163.984426
235.9596102,155.6732351,16.79267051,1079.813152,798.5503755,25,396.6517803,250.5789313,1445.22238,2286.789044
301.2845514,165.4128241,15.82198866,963.2761898,790.1134799,331,116.483771,309.3940301,1724.143346,2235.909034
482.8729112,197.8281135,21.58060867,860.0846054,778.0384148,279,154.6796096,486.4787013,2662.809099,2340.404653
296.9608796,155.3291602,26.70774159,985.0350824,604.873033,226,154.4225452,321.4161826,1902.538425,2068.905897
355.6371865,209.584484,2.382197539,1022.864448,818.6334163,57,357.9869002,340.0865213,1728.108237,2409.101732
410.9056877,184.6602569,21.94489471,1021.375218,697.0591237,180,210.2824231,420.5761828,2341.652456,2335.945181
309.0888807,183.6410604,5.622358323,956.4347073,799.5167967,232,153.2622996,301.3476972,1571.424063,2254.303803
491.5346248,191.4685449,25.74531159,820.5376158,766.9735286,343,130.4940187,500.5995597,2778.26048,2296.259626
488.7341885,207.7276676,24.57190542,911.3338815,702.8192776,287,156.8365932,496.473173,2745.192558,2335.186921
275.5346887,174.3466446,16.22381265,1076.229983,640.3728801,64,318.4438697,286.2035145,1613.566193,2182.708009
349.1745518,197.4611307,21.30728396,975.3346729,628.3256693,232,162.8108418,361.8907413,2043.201551,2171.603309
290.2634929,189.6012375,9.430503396,961.499583,849.4554999,289,128.5492784,289.6736331,1556.458484,2300.250317
285.4521483,168.6919789,14.13503697,880.6560543,875.5192626,213,149.6804311,291.9804545,1619.351593,2224.454481
211.0660842,211.504099,24.64910693,910.534676,794.936414,258,123.1476027,238.5394311,1471.184755,2152.69038
382.8693002,205.8198215,13.77795592,1068.603827,631.0302345,18,500.659148,382.3130228,2061.798784,2302.101139
350.803707,196.0916284,10.73394796,999.9389143,720.6081651,175,199.6892825,347.8285597,1857.665878,2278.176363
215.4436254,209.540721,14.82637342,1036.216108,818.68176,229,146.2911347,228.4262678,1313.836407,2294.708588
283.5939393,210.7105941,24.84747757,936.3036269,833.9462652,226,150.904048,306.468829,1810.032043,2289.401903
472.4797658,199.5854084,10.05624142,989.0741658,635.4655867,84,336.7523798,459.7576892,2402.826853,2306.661168
271.8685672,208.590933,5.212847794,874.5150826,600.0092157,291,119.4202581,265.3968361,1386.311685,1960.196646
243.4684616,198.8230023,21.36042061,1011.638249,813.6411138,246,141.118246,264.1799001,1562.73879,2288.931247
346.8358281,197.609854,24.77934638,928.2804001,706.9788528,110,249.9374383,364.892941,2096.838756,2204.484281
495.6951362,193.3027965,3.019124356,932.7636544,676.3443995,254,173.9423111,470.6475672,2378.527739,2301.125111
272.6165815,202.6901648,7.196223383,994.7966974,603.8692409,88,267.1208404,269.5552191,1430.101144,2081.168908
401.6406642,161.1023574,4.259159693,1080.884186,762.089822,72,347.2425395,385.7944941,1974.815344,2409.97619
428.4858846,211.6609531,10.43824235,819.201904,855.3452206,30,418.9710619,419.1790664,2206.883819,2325.132205
271.2912632,211.0290469,13.51052937,1047.422971,887.2894939,172,190.6367398,278.5731455,1548.108228,2430.543305
418.4649046,152.0473098,22.46479011,887.7149331,769.7234852,309,133.6625049,427.9902626,2383.323332,2250.415423
310.3349398,207.8071725,19.53442755,933.1758364,754.3383983,343,114.387907,323.1960769,1833.048712,2225.190775
389.6917492,159.0208907,18.62785702,806.5739986,625.5169156,177,182.9097597,394.8642463,2174.700064,1999.431411
390.0589132,173.4583198,10.5712484,890.3138234,764.6618405,139,223.9717977,383.7369325,2032.709039,2229.064145
360.7324052,202.0455779,25.24342659,950.7893728,713.9937237,194,183.9534691,378.6178308,2170.18624,2252.804506
227.086931,161.2531927,14.13861502,816.8528232,782.1405843,186,144.3537459,237.2627115,1347.118923,2001.472146
450.5907487,207.2576917,29.37314814,947.3287188,716.6179044,218,186.9609892,468.3731207,2659.909193,2351.168212
296.2340195,208.2493925,19.02426415,1078.133189,672.089737,164,205.2572097,309.7323965,1761.452414,2273.730602
255.9555531,185.5227414,3.787942247,831.6179654,628.4895826,161,168.572365,248.3411333,1285.91842,1905.373785
212.2325425,150.447011,20.28532686,1029.332218,694.4755334,13,411.6940946,233.3406241,1397.069955,2106.772632
377.267883,170.0926693,9.753120463,922.901316,628.9934503,296,135.5459602,370.4724225,1956.982362,2109.008439
403.2693086,193.1848843,20.5898159,996.5521144,653.0690852,89,306.1030188,411.2561644,2279.874283,2266.665208
204.9763487,218.6830325,2.089234445,878.0709794,896.2008476,324,101.4243509,199.1102782,1026.901603,2200.020443
353.6279175,194.2269469,5.246443115,847.8476788,733.2310671,42,355.71417,341.6403262,1764.818805,2134.180053
267.9487326,168.1862507,25.67211777,848.1387843,759.56153,210,144.3756513,292.6458134,1748.974674,2069.507415
393.5518371,194.3803992,6.815386711,821.1475837,862.0855586,229,158.3619112,381.2739261,1979.271146,2277.980765
252.3099287,187.7989766,25.11123376,855.6940115,898.6706701,350,98.75519873,277.5727615,1669.766725,2219.584821
407.2813214,204.5891777,8.378282654,999.2658155,774.8143348,275,155.905989,396.9266627,2074.989515,2394.328932
316.0206039,157.4886447,19.2864573,1064.507184,843.7421463,279,142.3477371,328.8058583,1860.09174,2401.045036
481.0189966,203.2719532,20.82451721,1044.237706,698.0823073,251,182.7623574,484.1982125,2644.24609,2447.43548
241.2562832,187.8886605,15.37964259,1005.540293,691.7231872,310,117.8596604,252.8809926,1439.242407,2141.788067
302.3199053,217.4094403,9.159320301,833.129559,720.8111163,208,154.0112769,299.7141148,1600.616146,2082.829341
234.0420564,173.9310516,6.379331291,886.7562339,801.7521788,321,104.7314365,232.4134249,1238.118474,2102.860852
477.4080855,194.2835325,0.995680637,892.9420626,804.6575068,140,247.1393302,450.7029804,2258.350115,2370.286868
463.201806,215.2419674,9.118392037,874.9870839,694.5718304,280,153.4236007,449.387408,2340.635819,2257.12108
277.3824883,157.175681,19.59488372,954.5016979,639.9629772,34,360.6234286,292.4874076,1680.684984,2048.617728
397.9952138,215.6059941,28.14914455,960.6661445,789.7188769,309,139.0490741,417.8244892,2397.22955,2392.135374
445.1666601,198.1520006,26.13613447,907.0657926,638.4977587,18,489.4434976,458.1540846,2572.257813,2215.018346
366.5602435,154.7485941,22.9819433,906.1367476,773.5477525,57,332.2151542,380.5765336,2154.771871,2223.975281
358.8951735,171.0674497,23.6534203,1048.566679,808.0266384,112,265.5367579,375.0971753,2136.978944,2410.209361
272.5556873,199.5720462,19.9495471,1036.787854,810.1834489,5,489.0349529,289.2085425,1671.127948,2339.048584
227.9308303,154.7145421,7.808605727,892.3387495,826.0416332,182,154.2597877,228.940962,1237.005593,2108.834361
469.1647274,190.7519322,27.21585092,1074.136533,861.8578265,13,566.8401684,483.205385,2712.066,2623.12687
470.1254171,174.211814,20.12196936,1085.844505,749.9876976,339,146.1651176,473.2777878,2583.2795,2500.291403
389.9304372,193.4640862,16.81321893,898.0227626,819.0747569,285,140.5759084,393.1240684,2149.01406,2317.305262
301.7089373,153.2019424,3.329684076,906.3274846,785.7518206,259,134.6511176,290.8112918,1493.131138,2150.319869
304.7628724,211.0075764,13.41166631,951.690246,655.9919819,90,268.3661733,308.7079173,1692.750625,2136.864343
417.7867037,218.1442278,13.81074814,1082.336244,607.7068935,104,303.0937272,414.8461442,2223.032624,2339.784817
469.133078,217.8214499,25.93690829,1062.89583,685.3624157,186,224.6909232,480.8649974,2684.528192,2461.149682
466.1259273,202.4756282,16.39944661,830.7703888,732.9101119,250,162.4519504,462.9256792,2488.16272,2248.681503
433.9626638,159.1060368,11.41201647,917.819223,785.1317833,255,159.7109779,425.9766637,2251.383301,2307.431723
392.6094938,203.0784237,29.30400986,966.0113569,854.9877992,76,320.7497657,414.6974808,2395.223343,2445.991083
225.2419895,151.7210842,3.3216178,950.9397418,658.873715,108,216.6371405,219.6093275,1140.027353,1990.098148
248.4886142,151.5486486,12.67645285,858.1589204,637.664937,156,170.3971686,254.8473658,1416.817813,1908.537573
469.5662566,172.6527153,1.260740255,1057.645031,889.0439842,82,348.0773458,444.6309276,2233.701969,2590.168728
381.9287179,184.2050233,22.19712362,1003.082235,632.4133678,77,319.6683897,393.8033898,2211.180649,2223.826468
202.7591155,203.9285192,27.54229657,1051.372512,743.547321,258,133.0938022,235.6127926,1489.656182,2229.149765
230.4414629,197.8306764,8.401119887,1057.629284,775.6691186,127,217.9294018,232.7336618,1263.682861,2269.971662
399.0505307,181.2131894,25.7502503,1024.506756,762.4123263,282,152.287296,415.4014634,2358.901587,2392.933053
201.5184752,169.1538666,8.766546914,931.7631804,625.8096471,88,230.7619602,205.5745051,1130.480961,1937.011716
248.2424154,219.798715,27.32310485,983.1640265,617.1080742,204,160.0290279,277.0609356,1690.328627,2095.636336
364.6201368,179.8326912,22.61885711,848.1096218,631.6450282,16,437.9660035,377.716708,2134.676838,2046.826335
407.5685593,181.5970917,24.14720331,1002.093625,775.6763052,151,231.1877615,420.8556116,2368.022954,2391.082785
395.5883779,161.4536675,0.540196668,853.7759767,763.3034663,254,148.5168202,373.681488,1871.386793,2174.661685
267.2807928,205.6366684,28.88431071,1008.184877,670.1222376,188,174.481617,297.3117147,1808.52757,2180.108887
413.6537664,198.5577558,21.80012976,868.8794482,791.3322426,329,127.6171653,422.4960912,2348.995543,2294.223343
271.1747262,165.4538729,9.142532862,835.26539,846.0202506,32,337.816743,270.9724875,1459.346235,2127.056773
297.6199094,155.7666732,24.88183995,849.585347,612.473688,271,124.8940141,318.7637178,1867.88149,1940.327458
423.9474215,197.6349511,8.445635952,800.5976406,749.4389831,5,508.2404319,411.6803515,2146.397288,2180.064632
394.8898697,195.815785,26.18261519,1015.621885,806.7931236,330,134.7615148,412.2367386,2348.45538,2439.303279
454.7670231,169.1281669,3.377411712,1019.720315,675.6935781,308,150.1061449,433.4635431,2199.361545,2322.686495
397.2838677,216.5604494,21.11057932,954.480005,692.3312716,333,130.9401577,406.3857606,2261.615337,2281.766173
370.492581,160.5740524,16.2209543,848.4088403,784.0913709,169,188.8929232,373.8834647,2046.29049,2179.787799
228.1024303,180.2634361,2.896034106,825.0663013,869.380588,181,149.5691225,221.5543905,1145.888729,2105.70879
310.3147409,216.0531144,7.256814848,805.7386899,842.9773261,178,169.3374941,304.4300514,1603.810856,2182.340686
279.5607103,179.3809122,0.372121088,849.7244531,774.9390657,143,188.6877936,265.5342943,1334.750927,2083.977262
273.196893,194.6968163,14.06303896,1067.25666,819.0665153,362,113.0587327,281.113768,1566.244443,2368.279924
491.9031664,177.8316079,9.037957823,872.4610525,709.4467411,248,170.1134021,475.9711855,2471.20871,2260.680526
317.9293174,169.1950642,17.95072453,906.2813982,792.2896584,127,218.3187165,327.8438959,1838.443474,2203.646163
467.6139666,218.8784354,8.917134231,831.6036453,739.8544773,263,157.9557311,453.1065895,2356.830821,2266.867659
389.3415878,178.6533804,8.997573345,866.7083914,656.9808409,40,377.7844768,380.4005626,1997.460546,2100.681774
438.4433911,212.5869443,22.29579596,955.7673712,810.5214822,355,129.9338121,446.6826775,2475.25821,2439.614985
350.7911279,166.0968224,1.444285079,982.3258049,766.9393912,255,151.6393151,333.898578,1685.997509,2267.597432
373.0711654,164.9173293,27.08684986,873.6056942,707.5864746,143,212.9849921,392.5290378,2258.41857,2146.267513
347.7553081,152.1793858,25.56791623,817.3196478,873.401757,240,142.0607531,366.8108289,2115.429389,2216.224015
258.5728963,195.6166778,20.0341405,917.3098607,606.2802353,228,142.8226599,275.4449276,1600.689906,1997.813811
416.7356346,175.7968441,17.7966471,870.2610113,694.7319454,341,123.6710251,419.1647781,2287.103344,2175.322082
284.2317087,210.5050775,26.76907494,865.866177,617.0644193,198,158.0743088,309.2287961,1842.063546,2004.436457
207.2947899,183.1246935,5.559905386,1087.958841,829.9581949,65,295.2190725,207.1723894,1106.567836,2313.896424
393.6416888,217.77354,2.369074866,984.8901458,810.6322362,11,518.0975777,375.2447626,1901.42787,2409.306686
253.1332038,162.9867861,7.185305097,967.063533,699.4056656,108,227.9985933,251.4915,1341.155835,2089.774494
482.1375753,210.8036218,23.83734836,924.7325311,802.6988707,26,482.2786996,489.4904562,2703.673763,2444.209947
486.1785731,204.3617797,1.040108002,928.6833,718.7811679,151,243.4790775,458.8994029,2298.921366,2339.044929
474.4593171,203.9645291,17.48420505,962.2715012,826.8761374,221,191.0516312,473.0171036,2552.396142,2485.05569
311.0476101,209.134826,29.86312549,1008.928942,736.2550988,341,120.1000131,339.6190185,2029.325472,2295.229602
204.636985,203.2716794,25.67088282,1010.643829,723.6839183,237,138.0849054,234.3493177,1462.050815,2167.907294
478.4955688,193.8354225,15.64337067,851.5081723,880.4189746,237,172.2654923,473.6715727,2534.604776,2419.901509
328.4552445,159.1871414,1.909227279,950.0338256,675.26373,219,161.0737496,313.5097185,1589.017054,2114.849169
489.9964457,152.2768326,24.94120543,923.5874285,636.134202,151,239.1563355,498.1055761,2756.587642,2226.936114
489.0859931,214.4593493,17.96935525,1061.15809,775.362934,123,293.1804596,487.6422566,2630.642939,2558.035722
455.9028366,193.165522,3.447989912,989.4256764,890.7965437,144,249.5205368,434.9395518,2209.405391,2532.738569
